Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
rrnDBv3-1443	1385941			Bifidobacterium breve ATCC 15698	Bifidobacterium breve NCFB 2258		1443|rrnDBv3 strain_id; rrnDBv3-1443|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Actinobacteria|phylum; none|subphylum; Actinobacteridae|class; none|subclass; Bifidobacteriales|order; none|suborder; Bifidobacteriaceae|family; none|subfamily; Bifidobacterium|genus; none|subgenus; breve|species; none|subspecies; ATCC 15698|strain(s)			2101000	3	3		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe		Bourget N, Simonet JM, Decaris B (1993). Analysis of the genome of the five Bifidobacterium breve strains: plasmid content, pulsed-field gel electrophoresis genome size estimation and rrn loci number. FEMS Microbiol Lett. 110(1):11-20.	"""5.10"""
rrnDBv3-1444	518634			Bifidobacterium breve CIP 6469	Bifidobacterium breve DSM 20213 = JCM 1192		1444|rrnDBv3 strain_id; rrnDBv3-1444|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Actinobacteria|phylum; none|subphylum; Actinobacteridae|class; none|subclass; Bifidobacteriales|order; none|suborder; Bifidobacteriaceae|family; none|subfamily; Bifidobacterium|genus; none|subgenus; breve|species; none|subspecies; CIP 6469|strain(s)			2058000	3	3		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe		Bourget N, Simonet JM, Decaris B (1993). Analysis of the genome of the five Bifidobacterium breve strains: plasmid content, pulsed-field gel electrophoresis genome size estimation and rrn loci number. FEMS Microbiol Lett. 110(1):11-20.	"""5.10"""
rrnDBv3-1445	139			Borrelia burgdorferi R-IP3	Borrelia burgdorferi		1445|rrnDBv3 strain_id; rrnDBv3-1445|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; R-IP3|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1446	139			Borrelia burgdorferi R-IP90	Borrelia burgdorferi		1446|rrnDBv3 strain_id; rrnDBv3-1446|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; R-IP90|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1447	139			Borrelia burgdorferi 20004	Borrelia burgdorferi		1447|rrnDBv3 strain_id; rrnDBv3-1447|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; 20004|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1448	139			Borrelia burgdorferi G1	Borrelia burgdorferi		1448|rrnDBv3 strain_id; rrnDBv3-1448|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; G1|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1449	521009			Borrelia burgdorferi 297	Borrelia burgdorferi 297		1449|rrnDBv3 strain_id; rrnDBv3-1449|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; 297|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1451	139			Borrelia burgdorferi 24352	Borrelia burgdorferi		1451|rrnDBv3 strain_id; rrnDBv3-1451|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; 24352|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1452	139			Borrelia burgdorferi 24330	Borrelia burgdorferi		1452|rrnDBv3 strain_id; rrnDBv3-1452|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; 24330|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1453	139			Borrelia burgdorferi HK	Borrelia burgdorferi		1453|rrnDBv3 strain_id; rrnDBv3-1453|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; HK|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1454	139			Borrelia burgdorferi IP21	Borrelia burgdorferi		1454|rrnDBv3 strain_id; rrnDBv3-1454|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; burgdorferi|species; none|subspecies; IP21|strain(s)				1	2		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1456	143			Borrelia anserina 	Borrelia anserina		1456|rrnDBv3 strain_id; rrnDBv3-1456|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; anserina|species; none|subspecies; none|strain(s)				1	1		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1457	140			Borrelia hermsii Serotype C	Borrelia hermsii		1457|rrnDBv3 strain_id; rrnDBv3-1457|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Spirochaetaceae|family; none|subfamily; Borrelia|genus; none|subgenus; hermsii|species; none|subspecies; Serotype C|strain(s)				1	1		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA- and 23S rRNA-encoding gene probe, one operon lacks 16S rDNA		Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.	"""5.10"""
rrnDBv3-1458	1266923			Brachyspira hyodysenteriae B78 (T)	Brachyspira hyodysenteriae ATCC 27164		1458|rrnDBv3 strain_id; rrnDBv3-1458|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Spirochaetes|phylum; none|subphylum; Spirochaetes|class; none|subclass; Spirochaetales|order; none|suborder; Brachyspiraceae|family; none|subfamily; Brachyspira|genus; none|subgenus; hyodysenteriae|species; none|subspecies; B78 (T)|strain(s)			3200000	1	1		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on rRNA-encoding probe, 16S is away from 23S and 5S.	was known as Serpulina hyodysenteriae, 	Zuerner RL, Stanton TB (1994). Physical and genetic map of the Serpulina hyodysenteriae B78T chromosome. J Bacteriol. 176(4):1087-92.	"""5.10"""
rrnDBv3-1459	375			Bradyrhizobium japonicum 110spc4	Bradyrhizobium japonicum		1459|rrnDBv3 strain_id; rrnDBv3-1459|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; japonicum|species; none|subspecies; 110spc4|strain(s)				1			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1460	375			Bradyrhizobium japonicum 61A76	Bradyrhizobium japonicum		1460|rrnDBv3 strain_id; rrnDBv3-1460|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; japonicum|species; none|subspecies; 61A76|strain(s)				1			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1461	936135			Bradyrhizobium japonicum USDA 123	Bradyrhizobium japonicum USDA 123		1461|rrnDBv3 strain_id; rrnDBv3-1461|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; japonicum|species; none|subspecies; USDA 123|strain(s)				2			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1462	376			Bradyrhizobium sp. 32H1	Bradyrhizobium sp.		1462|rrnDBv3 strain_id; rrnDBv3-1462|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; sp.|species; none|subspecies; 32H1|strain(s)				1			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1463	186901			Bradyrhizobium sp. ANU289	Bradyrhizobium sp. ANU289		1463|rrnDBv3 strain_id; rrnDBv3-1463|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; sp.|species; none|subspecies; ANU289|strain(s)				1			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1464	376			Bradyrhizobium sp. ATCC 10319	Bradyrhizobium sp.		1464|rrnDBv3 strain_id; rrnDBv3-1464|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Alphaproteobacteria|class; none|subclass; Rhizobiales|order; none|suborder; Bradyrhizobiaceae|family; none|subfamily; Bradyrhizobium|genus; none|subgenus; sp.|species; none|subspecies; ATCC 10319|strain(s)				1			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe		Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4.	"""5.10"""
rrnDBv3-1465	983594			Burkholderia cepacia Ballard 717 = Starr PC 25 (ATCC 25416)	Burkholderia cepacia ATCC 25416		1465|rrnDBv3 strain_id; rrnDBv3-1465|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Betaproteobacteria|class; none|subclass; Burkholderiales|order; none|suborder; Burkholderiaceae|family; none|subfamily; Burkholderia|genus; none|subgenus; cepacia|species; none|subspecies; Ballard 717 = Starr PC 25 (ATCC 25416)|strain(s)			7790000	6	6		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S and 23S rRNA-encoding probe and Iceu-I and SpeI digestions		Rodley PD, Romling U, Tummler B (1995). A physical genome map of the Burkholderia cepacia type strain. Mol Microbiol. 17(1):57-67.	"""5.10"""
rrnDBv3-1466	195			Campylobacter coli UA417	Campylobacter coli		1466|rrnDBv3 strain_id; rrnDBv3-1466|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; coli|species; none|subspecies; UA417|strain(s)			1703000	3	3		Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on rRNA-encoding probes		Taylor DE, Eaton M, Yan W, Chang N (1992). Genome maps of Campylobacter jejuni and Campylobacter coli. J Bacteriol. 174(7):2332-7.	"""5.10"""
rrnDBv3-1467	28898			Campylobacter helveticus NCTC 12849	Campylobacter helveticus		1467|rrnDBv3 strain_id; rrnDBv3-1467|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; helveticus|species; none|subspecies; NCTC 12849|strain(s)				3			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe			"""5.10"""
rrnDBv3-1468	28898			Campylobacter helveticus NCTC 12848	Campylobacter helveticus		1468|rrnDBv3 strain_id; rrnDBv3-1468|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; helveticus|species; none|subspecies; NCTC 12848|strain(s)				3			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe			"""5.10"""
rrnDBv3-1469	28898			Campylobacter helveticus NCTC 12845	Campylobacter helveticus		1469|rrnDBv3 strain_id; rrnDBv3-1469|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; helveticus|species; none|subspecies; NCTC 12845|strain(s)				3			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe			"""5.10"""
rrnDBv3-1470	28898			Campylobacter helveticus NCTC 12471	Campylobacter helveticus		1470|rrnDBv3 strain_id; rrnDBv3-1470|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; helveticus|species; none|subspecies; NCTC 12471|strain(s)				2			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe			"""5.10"""
rrnDBv3-1471	28898			Campylobacter helveticus NCTC 12847	Campylobacter helveticus		1471|rrnDBv3 strain_id; rrnDBv3-1471|rrnDBv4 equivilent record id; none|RDP_ID; Bacteria|domain; none|subdomain; Proteobacteria|phylum; none|subphylum; Epsilonproteobacteria|class; none|subclass; Campylobacterales|order; none|suborder; Campylobacteraceae|family; none|subfamily; Campylobacter|genus; none|subgenus; helveticus|species; none|subspecies; NCTC 12847|strain(s)				3			Zaraz M. Lee, et.al. (2009), PubMed PMID: 18948294	estimated based on 16S rRNA-encoding gene probe			"""5.10"""
